cliente_id,nome,cpf,email,telefone,cidade,estado,data_cadastro
306,Cliente 306,346.680.954-59,,(21) 99856-6435,São Paulo,SP,2023-02-28
307,Cliente 307,909.805.841-20,,(21) 99204-6666,Curitiba,PR,2020-10-13
308,Cliente 308,547.337.958-19,,(21) 96580-7499,Rio de Janeiro,RJ,2020-07-19
309,Cliente 309,749.379.902-67,,(21) 99038-4737,Belo Horizonte,MG,2020-03-01
310,Cliente 310,484.542.290-97,,(21) 97227-2404,Belo Horizonte,MG,2023-02-06
311,Cliente 311,917.352.830-19,,(21) 92344-5390,Niterói,RJ,2021-08-27
312,Cliente 312,828.902.749-29,,(21) 97383-6188,São Paulo,SP,2022-02-17
313,Cliente 313,193.105.415-66,,(21) 96896-5419,Belo Horizonte,MG,2020-08-06
314,Cliente 314,189.291.541-67,,(21) 99395-7685,Rio de Janeiro,RJ,2020-09-28
315,Cliente 315,191.462.667-21,,(21) 96315-7311,Rio de Janeiro,RJ,2020-02-23
316,Cliente 316,523.497.897-20,,(21) 94977-9537,Rio de Janeiro,RJ,2021-08-20
317,Cliente 317,273.242.375-48,,(21) 95397-9079,São Paulo,SP,2022-02-18
318,Cliente 318,271.545.382-63,,(21) 95911-8933,São Paulo,SP,2020-05-09
319,Cliente 319,357.352.838-90,,(21) 99123-4203,Rio de Janeiro,RJ,2022-01-09
320,Cliente 320,238.411.106-60,,(21) 96443-7224,Curitiba,PR,2020-08-07
321,Cliente 321,442.540.935-93,,(21) 93230-5922,Belo Horizonte,MG,2022-06-20
322,Cliente 322,811.305.590-50,,(21) 93910-7524,Belo Horizonte,MG,2023-05-20
323,Cliente 323,852.811.748-72,,(21) 94971-6339,Belo Horizonte,MG,2021-08-19
324,Cliente 324,936.904.502-56,,(21) 92865-4273,Curitiba,PR,2021-07-28
325,Cliente 325,284.798.886-80,,(21) 91440-8563,Niterói,RJ,2023-01-22
326,Cliente 326,916.398.951-98,,(21) 92133-7703,São Paulo,SP,2022-06-16
327,Cliente 327,748.410.347-42,,(21) 93525-7932,Curitiba,PR,2020-10-12
328,Cliente 328,559.712.590-84,,(21) 97566-9755,Curitiba,PR,2020-05-31
329,Cliente 329,656.137.909-56,,(21) 99796-2392,Niterói,RJ,2022-05-06
330,Cliente 330,773.780.463-31,,(21) 91725-7547,Rio de Janeiro,RJ,2021-05-23
331,Cliente 331,208.110.200-43,,(21) 94637-9366,Belo Horizonte,MG,2022-05-31
332,Cliente 332,694.804.689-38,,(21) 98303-7129,Niterói,RJ,2023-02-16
333,Cliente 333,890.795.702-98,,(21) 99199-3469,Curitiba,PR,2022-08-06
334,Cliente 334,594.207.402-63,,(21) 92406-2901,Belo Horizonte,MG,2020-02-20
335,Cliente 335,419.451.566-36,,(21) 99537-8912,São Paulo,SP,2021-12-14
336,Cliente 336,199.548.839-99,,(21) 98412-6225,Belo Horizonte,MG,2022-09-02
337,Cliente 337,145.929.827-24,,(21) 91370-6620,Rio de Janeiro,RJ,2021-09-06
338,Cliente 338,919.268.858-41,,(21) 99454-3858,Rio de Janeiro,RJ,2023-10-18
339,Cliente 339,438.673.536-69,,(21) 94798-7636,Niterói,RJ,2020-11-23
340,Cliente 340,755.773.542-60,,(21) 91478-4232,São Paulo,SP,2021-01-16
341,Cliente 341,539.498.104-37,,(21) 94371-5560,Curitiba,PR,2023-04-27
342,Cliente 342,204.918.992-78,,(21) 94063-6993,Rio de Janeiro,RJ,2023-03-28
343,Cliente 343,568.216.368-95,,(21) 99019-9646,Belo Horizonte,MG,2021-02-07
344,Cliente 344,497.725.501-85,,(21) 92871-6700,Belo Horizonte,MG,2023-05-07
345,Cliente 345,732.276.933-96,,(21) 95873-2388,Belo Horizonte,MG,2022-07-26
346,Cliente 346,220.344.412-24,,(21) 93999-7116,São Paulo,SP,2021-10-03
347,Cliente 347,497.528.710-27,,(21) 97286-7931,São Paulo,SP,2022-11-12
348,Cliente 348,750.650.810-92,,(21) 93838-3733,São Paulo,SP,2022-09-23
349,Cliente 349,243.291.422-67,,(21) 91878-6882,Curitiba,PR,2021-08-14
350,Cliente 350,239.299.934-59,,(21) 99281-9109,Rio de Janeiro,RJ,2022-09-19
351,Cliente 351,525.827.960-66,,(21) 99006-3740,Curitiba,PR,2022-10-04
352,Cliente 352,131.914.879-38,,(21) 95785-1535,Rio de Janeiro,RJ,2023-03-03
353,Cliente 353,650.395.272-68,,(21) 99115-9369,Belo Horizonte,MG,2021-04-05
354,Cliente 354,216.374.893-79,,(21) 97010-9880,Rio de Janeiro,RJ,2023-03-18
355,Cliente 355,659.323.535-23,,(21) 95055-5877,Rio de Janeiro,RJ,2022-06-22
356,Cliente 356,369.456.982-21,,(21) 98193-2923,Rio de Janeiro,RJ,2022-07-10
357,Cliente 357,930.855.702-98,,(21) 96744-8015,São Paulo,SP,2021-03-05
358,Cliente 358,242.903.311-36,,(21) 91972-6747,São Paulo,SP,2023-06-15
359,Cliente 359,711.651.272-51,,(21) 95794-5740,Niterói,RJ,2021-07-29
360,Cliente 360,978.626.795-22,,(21) 93221-7743,Niterói,RJ,2021-07-01
361,Cliente 361,987.771.229-99,,(21) 93174-5090,Rio de Janeiro,RJ,2021-07-21
362,Cliente 362,948.353.879-96,,(21) 97434-9019,São Paulo,SP,2021-10-21
363,Cliente 363,747.375.742-63,,(21) 97146-8405,São Paulo,SP,2023-03-28
364,Cliente 364,913.887.195-61,,(21) 99447-5558,Rio de Janeiro,RJ,2023-07-21
365,Cliente 365,599.435.695-10,,(21) 92526-8511,Belo Horizonte,MG,2022-07-20
366,Cliente 366,914.647.507-37,,(21) 98039-4470,Belo Horizonte,MG,2020-05-09
367,Cliente 367,430.948.390-53,,(21) 99967-3139,Curitiba,PR,2021-07-03
368,Cliente 368,907.451.798-16,,(21) 91752-2631,Niterói,RJ,2022-09-20
369,Cliente 369,227.978.261-66,,(21) 98479-1011,Curitiba,PR,2020-02-03
370,Cliente 370,805.235.765-48,,(21) 93604-5489,Curitiba,PR,2021-02-18
371,Cliente 371,469.356.184-57,,(21) 93711-1848,Rio de Janeiro,RJ,2023-09-02
372,Cliente 372,412.843.816-39,,(21) 98032-2494,Curitiba,PR,2023-07-05
373,Cliente 373,318.588.179-26,,(21) 94705-9510,Rio de Janeiro,RJ,2020-01-03
374,Cliente 374,108.812.451-25,,(21) 97919-3165,Curitiba,PR,2020-01-20
375,Cliente 375,334.492.191-23,,(21) 92690-6133,Curitiba,PR,2020-05-25
376,Cliente 376,240.491.892-27,,(21) 93340-2120,Belo Horizonte,MG,2021-09-04
377,Cliente 377,108.724.765-31,,(21) 98210-6753,Niterói,RJ,2023-02-27
378,Cliente 378,866.255.521-88,,(21) 98248-4559,São Paulo,SP,2023-07-10
379,Cliente 379,243.870.226-85,,(21) 97291-6759,Rio de Janeiro,RJ,2020-07-24
380,Cliente 380,910.243.353-45,,(21) 92380-5065,Curitiba,PR,2021-10-06
381,Cliente 381,714.838.722-46,,(21) 91439-5942,Niterói,RJ,2023-05-15
382,Cliente 382,721.621.293-60,,(21) 95842-1894,São Paulo,SP,2022-11-26
383,Cliente 383,495.215.346-73,,(21) 92163-9655,São Paulo,SP,2022-10-10
384,Cliente 384,424.235.496-82,,(21) 97895-6986,Rio de Janeiro,RJ,2022-01-09
385,Cliente 385,276.881.582-19,,(21) 91273-2106,Niterói,RJ,2023-10-30
386,Cliente 386,320.140.161-60,,(21) 99300-5693,Rio de Janeiro,RJ,2021-06-20
387,Cliente 387,533.818.511-20,,(21) 99791-9808,Niterói,RJ,2022-04-30
388,Cliente 388,384.185.417-20,,(21) 99377-4329,Niterói,RJ,2020-11-08
389,Cliente 389,434.500.700-91,,(21) 92083-6081,São Paulo,SP,2023-01-03
390,Cliente 390,159.350.188-65,,(21) 92900-8428,Curitiba,PR,2021-05-03
391,Cliente 391,156.416.782-94,,(21) 93877-2956,Niterói,RJ,2023-05-31
392,Cliente 392,818.111.267-73,,(21) 96680-9568,Rio de Janeiro,RJ,2020-10-08
393,Cliente 393,270.480.229-44,,(21) 92934-1480,Niterói,RJ,2021-06-14
394,Cliente 394,378.636.165-43,,(21) 92262-9128,Belo Horizonte,MG,2022-05-29
395,Cliente 395,468.156.611-82,,(21) 93734-7024,Curitiba,PR,2022-11-12
396,Cliente 396,891.205.687-96,,(21) 92889-4742,São Paulo,SP,2021-06-06
397,Cliente 397,145.979.983-11,,(21) 95006-1753,Niterói,RJ,2020-01-06
398,Cliente 398,492.253.283-14,,(21) 97870-4678,Curitiba,PR,2022-01-15
399,Cliente 399,526.837.427-44,,(21) 92276-7108,Belo Horizonte,MG,2021-05-23
400,Cliente 400,789.153.283-38,,(21) 99450-1752,Rio de Janeiro,RJ,2022-10-25
401,Cliente 401,998.576.986-46,,(21) 96090-6362,Curitiba,PR,2020-05-21
402,Cliente 402,567.108.477-35,,(21) 95777-5979,Rio de Janeiro,RJ,2023-02-06
403,Cliente 403,575.477.705-73,,(21) 94201-9954,Niterói,RJ,2021-05-11
404,Cliente 404,106.519.124-39,,(21) 99872-6675,São Paulo,SP,2020-11-04
405,Cliente 405,101.877.773-58,,(21) 96038-2703,Rio de Janeiro,RJ,2021-11-17
406,Cliente 406,343.529.603-17,,(21) 93332-5584,São Paulo,SP,2022-12-21
407,Cliente 407,337.965.632-62,,(21) 97102-8511,Rio de Janeiro,RJ,2020-03-30
408,Cliente 408,197.617.236-91,,(21) 97461-2226,Rio de Janeiro,RJ,2023-04-04
409,Cliente 409,163.545.778-26,,(21) 94879-5778,Niterói,RJ,2023-03-08
410,Cliente 410,920.502.817-51,,(21) 96211-8417,Belo Horizonte,MG,2021-10-07
411,Cliente 411,176.307.239-84,,(21) 92785-3546,Belo Horizonte,MG,2021-04-23
412,Cliente 412,560.577.421-62,,(21) 92978-9780,Rio de Janeiro,RJ,2020-12-02
413,Cliente 413,562.415.574-43,,(21) 92964-2481,Belo Horizonte,MG,2021-03-01
414,Cliente 414,946.821.813-87,,(21) 91660-4522,São Paulo,SP,2021-09-15
415,Cliente 415,193.828.354-55,,(21) 97492-9412,Belo Horizonte,MG,2020-10-30
416,Cliente 416,406.366.939-32,,(21) 91509-7625,Rio de Janeiro,RJ,2023-10-18
417,Cliente 417,866.663.355-22,,(21) 98570-2669,Curitiba,PR,2023-02-12
418,Cliente 418,112.163.950-38,,(21) 93141-4246,São Paulo,SP,2020-09-05
419,Cliente 419,802.745.760-20,,(21) 95240-2228,Curitiba,PR,2022-02-01
420,Cliente 420,302.761.554-26,,(21) 92506-6432,Rio de Janeiro,RJ,2020-05-12
421,Cliente 421,572.151.272-83,,(21) 98096-7471,Rio de Janeiro,RJ,2020-03-28
422,Cliente 422,491.799.536-32,,(21) 96799-4517,Curitiba,PR,2020-03-01
423,Cliente 423,386.556.252-14,,(21) 95026-5835,São Paulo,SP,2021-07-17
424,Cliente 424,663.590.162-21,,(21) 95583-7275,Curitiba,PR,2022-04-23
425,Cliente 425,304.758.916-77,,(21) 95082-9907,São Paulo,SP,2022-05-08
426,Cliente 426,900.830.467-71,,(21) 99921-8940,Rio de Janeiro,RJ,2022-02-22
427,Cliente 427,614.429.497-44,,(21) 93946-1427,Belo Horizonte,MG,2023-03-04
428,Cliente 428,324.130.930-45,,(21) 91959-8728,Belo Horizonte,MG,2023-05-07
429,Cliente 429,885.698.338-30,,(21) 92640-5060,Niterói,RJ,2022-01-02
430,Cliente 430,646.935.910-17,,(21) 94594-7363,São Paulo,SP,2021-06-29
431,Cliente 431,280.342.706-50,,(21) 96878-1462,Belo Horizonte,MG,2020-12-21
432,Cliente 432,677.245.676-34,,(21) 99064-9882,Belo Horizonte,MG,2023-03-08
433,Cliente 433,602.138.192-17,,(21) 94811-4584,Belo Horizonte,MG,2020-12-25
434,Cliente 434,589.100.439-88,,(21) 94300-3137,Rio de Janeiro,RJ,2022-12-14
435,Cliente 435,921.964.989-51,,(21) 91975-1359,Belo Horizonte,MG,2020-12-29
436,Cliente 436,821.245.892-24,,(21) 99622-6978,São Paulo,SP,2023-04-16
437,Cliente 437,821.778.505-85,,(21) 92655-6514,Rio de Janeiro,RJ,2022-02-04
438,Cliente 438,239.261.849-65,,(21) 98982-6198,Belo Horizonte,MG,2021-10-22
439,Cliente 439,810.728.905-55,,(21) 94657-3872,São Paulo,SP,2023-02-24
440,Cliente 440,851.805.401-26,,(21) 93911-1029,Curitiba,PR,2021-09-20
441,Cliente 441,971.889.681-14,,(21) 93983-6213,Niterói,RJ,2022-03-12
442,Cliente 442,754.679.206-73,,(21) 93304-6425,Niterói,RJ,2021-03-28
443,Cliente 443,455.427.271-91,,(21) 92453-6500,Rio de Janeiro,RJ,2021-05-02
444,Cliente 444,371.314.355-98,,(21) 92110-6742,Curitiba,PR,2020-01-24
445,Cliente 445,837.101.149-59,,(21) 98179-7875,Belo Horizonte,MG,2020-08-09
446,Cliente 446,604.487.459-79,,(21) 97149-2661,São Paulo,SP,2022-04-27
447,Cliente 447,766.876.803-38,,(21) 93664-8393,Curitiba,PR,2023-03-29
448,Cliente 448,401.120.426-43,,(21) 92715-2215,Rio de Janeiro,RJ,2020-03-09
449,Cliente 449,484.264.849-19,,(21) 99962-2525,Belo Horizonte,MG,2020-12-14
450,Cliente 450,728.594.821-13,,(21) 98066-3703,Belo Horizonte,MG,2023-05-01
451,Cliente 451,260.154.203-52,,(21) 94367-4112,Niterói,RJ,2022-06-08
452,Cliente 452,839.847.653-43,,(21) 95612-5872,Curitiba,PR,2023-02-08
453,Cliente 453,150.502.685-80,,(21) 99043-3516,São Paulo,SP,2020-07-15
454,Cliente 454,103.537.189-47,,(21) 98869-4271,Rio de Janeiro,RJ,2022-01-08
455,Cliente 455,311.274.753-47,,(21) 92342-8758,Rio de Janeiro,RJ,2020-02-22
456,Cliente 456,903.507.582-72,,(21) 95341-2493,Rio de Janeiro,RJ,2021-09-23
457,Cliente 457,289.479.490-57,,(21) 94056-8303,Niterói,RJ,2022-03-04
458,Cliente 458,550.576.369-38,,(21) 95400-2009,Rio de Janeiro,RJ,2021-06-23
459,Cliente 459,199.187.784-54,,(21) 99871-7782,São Paulo,SP,2023-09-28
460,Cliente 460,666.162.960-59,,(21) 99561-7858,Niterói,RJ,2021-04-10
461,Cliente 461,686.341.587-48,,(21) 92293-7468,Niterói,RJ,2022-08-30
462,Cliente 462,684.629.919-83,,(21) 93415-2970,Rio de Janeiro,RJ,2022-10-25
463,Cliente 463,271.316.927-34,,(21) 93067-1699,Curitiba,PR,2020-12-20
464,Cliente 464,799.545.306-90,,(21) 93422-5225,Curitiba,PR,2020-06-09
465,Cliente 465,189.497.669-60,,(21) 96343-5525,Belo Horizonte,MG,2020-05-17
466,Cliente 466,994.112.905-99,,(21) 99561-7874,Niterói,RJ,2022-07-27
467,Cliente 467,253.251.680-85,,(21) 92641-2730,Rio de Janeiro,RJ,2022-04-28
468,Cliente 468,904.392.988-78,,(21) 96633-7732,Niterói,RJ,2020-07-25
469,Cliente 469,770.597.685-87,,(21) 98750-1613,Belo Horizonte,MG,2022-02-23
470,Cliente 470,512.247.733-87,,(21) 97581-1635,São Paulo,SP,2021-07-18
471,Cliente 471,807.343.150-70,,(21) 95400-7102,Curitiba,PR,2021-11-09
472,Cliente 472,937.912.410-49,,(21) 95593-9054,Rio de Janeiro,RJ,2021-11-22
473,Cliente 473,237.407.861-66,,(21) 96257-5414,Rio de Janeiro,RJ,2021-04-11
474,Cliente 474,761.191.292-66,,(21) 94463-7671,Curitiba,PR,2023-05-23
475,Cliente 475,988.482.940-17,,(21) 99442-3604,Curitiba,PR,2022-11-23
476,Cliente 476,826.618.513-27,,(21) 99589-1474,Rio de Janeiro,RJ,2021-09-29
477,Cliente 477,996.952.305-17,,(21) 95087-1541,São Paulo,SP,2021-01-29
478,Cliente 478,469.821.303-45,,(21) 97035-8605,Curitiba,PR,2020-04-13
479,Cliente 479,750.226.797-13,,(21) 94963-7102,Niterói,RJ,2022-03-23
480,Cliente 480,556.281.991-70,,(21) 96730-6640,Curitiba,PR,2023-05-01
481,Cliente 481,866.950.805-21,,(21) 95670-1449,São Paulo,SP,2021-06-13
482,Cliente 482,266.974.685-37,,(21) 94626-4688,Curitiba,PR,2020-04-11
483,Cliente 483,767.519.625-12,,(21) 91145-8767,São Paulo,SP,2021-07-05
484,Cliente 484,277.715.920-11,,(21) 94666-5135,São Paulo,SP,2023-08-18
485,Cliente 485,829.826.758-45,,(21) 97943-7168,Niterói,RJ,2021-09-17
486,Cliente 486,358.323.577-48,,(21) 99530-7506,Belo Horizonte,MG,2022-07-29
487,Cliente 487,107.623.778-57,,(21) 95631-5890,Niterói,RJ,2020-07-28
488,Cliente 488,165.444.383-91,,(21) 96327-5536,Rio de Janeiro,RJ,2022-09-13
489,Cliente 489,828.767.405-34,,(21) 93456-9475,Belo Horizonte,MG,2023-09-05
490,Cliente 490,924.977.921-86,,(21) 97620-6236,São Paulo,SP,2020-04-26
491,Cliente 491,771.609.402-43,,(21) 97857-7628,São Paulo,SP,2020-02-22
492,Cliente 492,697.825.685-34,,(21) 96622-4643,Curitiba,PR,2020-03-13
493,Cliente 493,903.587.787-55,,(21) 99311-5918,Niterói,RJ,2023-07-31
494,Cliente 494,997.671.285-47,,(21) 92599-8713,São Paulo,SP,2023-09-08
495,Cliente 495,842.927.672-33,,(21) 96499-2463,São Paulo,SP,2021-06-13
496,Cliente 496,328.862.992-49,,(21) 97889-6428,São Paulo,SP,2021-12-28
497,Cliente 497,699.401.574-25,,(21) 98709-1879,Belo Horizonte,MG,2021-06-17
498,Cliente 498,735.172.583-34,,(21) 99199-2963,Niterói,RJ,2023-04-03
499,Cliente 499,405.523.155-29,,(21) 93250-4281,Curitiba,PR,2022-12-21
500,Cliente 500,683.568.246-50,,(21) 93954-2324,Belo Horizonte,MG,2022-04-18
501,Cliente 501,746.281.420-91,,(21) 91950-1077,Curitiba,PR,2021-11-12
502,Cliente 502,314.879.892-31,,(21) 93595-9021,Curitiba,PR,2021-07-14
503,Cliente 503,729.544.748-64,,(21) 97609-8029,Rio de Janeiro,RJ,2020-09-22
504,Cliente 504,104.138.646-35,,(21) 97112-1230,Curitiba,PR,2022-02-24
505,Cliente 505,295.118.792-10,,(21) 95076-4707,Belo Horizonte,MG,2022-12-23
506,Cliente 506,232.205.492-74,,(21) 96015-3736,Belo Horizonte,MG,2021-10-01
507,Cliente 507,405.397.566-76,,(21) 99587-6535,Rio de Janeiro,RJ,2020-04-03
508,Cliente 508,450.601.467-34,,(21) 93701-7609,Curitiba,PR,2020-10-01
509,Cliente 509,329.844.234-37,,(21) 91359-9267,Rio de Janeiro,RJ,2021-04-12
510,Cliente 510,475.828.766-14,,(21) 97147-5190,São Paulo,SP,2020-09-09
511,Cliente 511,149.708.149-94,,(21) 92771-1323,Niterói,RJ,2023-06-30
512,Cliente 512,526.554.489-25,,(21) 99966-5140,Rio de Janeiro,RJ,2020-08-25
513,Cliente 513,310.811.802-90,,(21) 91152-5933,Curitiba,PR,2020-11-09
514,Cliente 514,203.778.632-44,,(21) 93247-7862,Curitiba,PR,2023-09-17
515,Cliente 515,836.732.220-46,,(21) 92867-2741,Rio de Janeiro,RJ,2022-11-13
516,Cliente 516,723.304.896-43,,(21) 99571-4304,Curitiba,PR,2021-02-10
517,Cliente 517,402.264.140-80,,(21) 99132-4402,Belo Horizonte,MG,2022-04-19
518,Cliente 518,340.102.113-95,,(21) 92458-2809,Curitiba,PR,2021-11-08
519,Cliente 519,605.252.192-75,,(21) 92229-2659,Niterói,RJ,2023-10-02
520,Cliente 520,336.567.403-43,,(21) 98606-1820,Belo Horizonte,MG,2023-08-12
521,Cliente 521,995.140.972-47,,(21) 96901-6123,Rio de Janeiro,RJ,2020-12-23
522,Cliente 522,197.971.876-15,,(21) 91158-3267,Curitiba,PR,2020-08-25
523,Cliente 523,466.548.736-44,,(21) 92522-7105,São Paulo,SP,2021-11-04
524,Cliente 524,216.510.509-68,,(21) 95453-7319,Belo Horizonte,MG,2021-01-09
525,Cliente 525,764.916.270-24,,(21) 93171-1960,Curitiba,PR,2022-05-13
526,Cliente 526,526.704.594-82,,(21) 98178-3969,São Paulo,SP,2020-07-31
527,Cliente 527,897.467.726-13,,(21) 93140-8914,Niterói,RJ,2022-02-16
528,Cliente 528,521.551.147-18,,(21) 95286-6148,Curitiba,PR,2020-08-19
529,Cliente 529,637.885.861-83,,(21) 94669-6542,Rio de Janeiro,RJ,2023-10-20
530,Cliente 530,804.817.733-22,,(21) 98091-5072,Niterói,RJ,2022-12-07
531,Cliente 531,779.792.756-59,,(21) 93435-1894,Curitiba,PR,2021-12-09
532,Cliente 532,260.617.969-70,,(21) 99123-3709,Rio de Janeiro,RJ,2023-08-10
533,Cliente 533,428.346.438-45,,(21) 91824-9305,Rio de Janeiro,RJ,2022-10-03
534,Cliente 534,758.487.512-40,,(21) 92291-8521,São Paulo,SP,2023-02-01
535,Cliente 535,558.190.977-73,,(21) 98324-6178,Curitiba,PR,2023-03-19
536,Cliente 536,863.769.118-23,,(21) 97609-7755,Rio de Janeiro,RJ,2022-10-15
537,Cliente 537,662.100.945-21,,(21) 95990-9328,Rio de Janeiro,RJ,2023-02-15
538,Cliente 538,770.787.567-53,,(21) 96953-1889,Niterói,RJ,2021-02-27
539,Cliente 539,439.673.885-89,,(21) 98751-6952,São Paulo,SP,2022-07-19
540,Cliente 540,199.877.774-38,,(21) 91035-6592,Curitiba,PR,2020-08-21
541,Cliente 541,919.398.660-76,,(21) 97125-2741,Belo Horizonte,MG,2023-07-21
542,Cliente 542,604.243.941-62,,(21) 92752-5166,Rio de Janeiro,RJ,2020-12-02
543,Cliente 543,292.223.972-60,,(21) 94532-8488,Niterói,RJ,2021-02-05
544,Cliente 544,210.875.524-15,,(21) 93018-8381,São Paulo,SP,2021-11-23
545,Cliente 545,703.616.237-73,,(21) 91071-9689,Curitiba,PR,2023-09-10
546,Cliente 546,543.958.699-71,,(21) 99328-3903,Rio de Janeiro,RJ,2023-02-07
547,Cliente 547,848.934.231-23,,(21) 97347-6273,Niterói,RJ,2020-12-21
548,Cliente 548,528.723.809-41,,(21) 95482-7518,Niterói,RJ,2022-02-26
549,Cliente 549,563.924.236-27,,(21) 97762-9393,Belo Horizonte,MG,2021-08-25
550,Cliente 550,981.421.828-80,,(21) 94560-4291,Belo Horizonte,MG,2023-01-26
551,Cliente 551,831.397.803-54,,(21) 93173-3913,São Paulo,SP,2023-07-02
552,Cliente 552,810.752.430-24,,(21) 96771-8870,Niterói,RJ,2023-01-16
553,Cliente 553,783.827.527-96,,(21) 99747-5684,Niterói,RJ,2023-03-14
554,Cliente 554,635.209.125-58,,(21) 93381-1869,Curitiba,PR,2020-01-27
555,Cliente 555,373.868.904-30,,(21) 95695-5105,Rio de Janeiro,RJ,2021-02-13
556,Cliente 556,807.903.402-36,,(21) 99866-1529,São Paulo,SP,2020-05-07
557,Cliente 557,204.730.988-96,,(21) 94675-7371,Belo Horizonte,MG,2022-07-15
558,Cliente 558,903.915.917-99,,(21) 95712-1769,São Paulo,SP,2022-11-12
559,Cliente 559,526.907.801-50,,(21) 91881-1212,Curitiba,PR,2022-03-04
560,Cliente 560,735.989.899-66,,(21) 94695-7025,Belo Horizonte,MG,2021-02-19
561,Cliente 561,856.717.301-34,,(21) 95819-8353,Niterói,RJ,2023-01-24
562,Cliente 562,176.291.277-75,,(21) 92955-7180,São Paulo,SP,2023-10-30
563,Cliente 563,385.669.370-26,,(21) 93636-5178,Rio de Janeiro,RJ,2022-05-27
564,Cliente 564,577.826.258-15,,(21) 93518-6285,Rio de Janeiro,RJ,2021-11-07
565,Cliente 565,892.740.730-94,,(21) 95934-9037,Niterói,RJ,2020-04-14
566,Cliente 566,466.174.902-50,,(21) 99608-4603,Niterói,RJ,2023-01-31
567,Cliente 567,169.905.617-30,,(21) 97814-9897,São Paulo,SP,2022-12-02
568,Cliente 568,194.457.326-37,,(21) 96437-6424,Niterói,RJ,2022-04-06
569,Cliente 569,323.870.733-77,,(21) 98780-1144,Belo Horizonte,MG,2021-08-24
570,Cliente 570,454.556.346-92,,(21) 94994-1653,Rio de Janeiro,RJ,2023-10-01
571,Cliente 571,915.216.495-42,,(21) 99851-5633,Belo Horizonte,MG,2022-02-20
572,Cliente 572,941.888.483-75,,(21) 99335-8300,Rio de Janeiro,RJ,2022-11-24
573,Cliente 573,403.767.297-51,,(21) 99419-2349,Curitiba,PR,2020-03-30
574,Cliente 574,891.650.646-10,,(21) 92072-4453,Rio de Janeiro,RJ,2020-12-08
575,Cliente 575,955.206.310-78,,(21) 98130-2181,São Paulo,SP,2022-05-18
576,Cliente 576,570.834.439-14,,(21) 92433-2200,São Paulo,SP,2020-02-18
577,Cliente 577,913.357.671-19,,(21) 94729-5237,Rio de Janeiro,RJ,2020-12-30
578,Cliente 578,561.745.514-65,,(21) 96183-1276,Curitiba,PR,2022-03-05
579,Cliente 579,221.647.106-92,,(21) 92036-1745,Curitiba,PR,2023-10-10
580,Cliente 580,614.208.396-97,,(21) 95937-2417,Rio de Janeiro,RJ,2022-01-02
581,Cliente 581,490.504.941-94,,(21) 91504-8765,Belo Horizonte,MG,2022-06-15
582,Cliente 582,325.239.864-60,,(21) 99941-5832,São Paulo,SP,2022-12-28
583,Cliente 583,793.914.987-92,,(21) 97113-1182,São Paulo,SP,2021-09-02
584,Cliente 584,244.226.142-10,,(21) 97456-9800,Niterói,RJ,2023-02-10
585,Cliente 585,412.315.866-54,,(21) 94469-7760,Niterói,RJ,2020-06-23
586,Cliente 586,264.288.326-88,,(21) 95140-4183,Niterói,RJ,2020-10-18
587,Cliente 587,787.918.680-16,,(21) 99992-8557,Rio de Janeiro,RJ,2021-01-06
588,Cliente 588,397.787.168-42,,(21) 92608-4234,Niterói,RJ,2020-05-29
589,Cliente 589,438.465.231-95,,(21) 94842-2639,Niterói,RJ,2022-09-24
590,Cliente 590,171.298.425-72,,(21) 98383-6379,Belo Horizonte,MG,2023-06-22
591,Cliente 591,413.810.698-29,,(21) 96971-6182,Niterói,RJ,2023-09-12
592,Cliente 592,104.420.352-38,,(21) 98145-5533,Curitiba,PR,2020-12-11
593,Cliente 593,795.850.439-71,,(21) 98583-8296,Belo Horizonte,MG,2020-10-02
594,Cliente 594,598.664.211-32,,(21) 92343-5597,Belo Horizonte,MG,2021-09-17
595,Cliente 595,301.369.851-90,,(21) 92252-2235,São Paulo,SP,2023-01-08
596,Cliente 596,746.131.932-84,,(21) 97637-4485,Rio de Janeiro,RJ,2022-11-04
597,Cliente 597,366.656.652-70,,(21) 93435-6993,Rio de Janeiro,RJ,2023-02-03
598,Cliente 598,890.703.850-47,,(21) 93193-8613,Curitiba,PR,2021-04-02
599,Cliente 599,192.506.472-74,,(21) 91173-4913,Niterói,RJ,2022-11-11
600,Cliente 600,875.626.243-67,,(21) 93608-3935,Niterói,RJ,2020-12-05
601,Cliente 601,775.993.249-71,cliente601@email.com,(21) 96878-1662,Niterói,RJ,2023-03-04
602,Cliente 602,337.164.370-57,cliente602@email.com,(21) 94834-1701,São Paulo,SP,2022-09-25
603,Cliente 603,910.469.497-70,cliente603@email.com,(21) 98448-1760,São Paulo,SP,2022-11-26
604,Cliente 604,431.205.820-76,cliente604@email.com,(21) 95480-5314,Rio de Janeiro,RJ,2023-08-21
605,Cliente 605,683.278.485-93,cliente605@email.com,(21) 97201-6985,Niterói,RJ,2023-01-19
606,Cliente 606,955.179.629-42,cliente606@email.com,(21) 97165-4651,Niterói,RJ,2023-08-31
607,Cliente 607,461.936.988-54,cliente607@email.com,(21) 98976-8898,Niterói,RJ,2022-04-11
608,Cliente 608,613.242.550-31,cliente608@email.com,(21) 94768-2263,Niterói,RJ,2020-01-14
609,Cliente 609,387.316.253-33,cliente609@email.com,(21) 93578-6934,Niterói,RJ,2023-08-10
